"category"	"name"	"url"	"description"	"star"	"stackOverflow"	"stackOverflowUrl"	"license"	"licenseUrl"	"site"	"userGuide"	"newStars"	"newWatchs"	"newForks"	"pageText"	"newStackOverflow"	"github"	"allText"	"isExist"
"Beginner"	"Common LISP: A Gentle Introduction to Symbolic Computation"	"http://www.cs.cmu.edu/afs/cs.cmu.edu/user/dst/www/LispBook/index.html"	"A nice introduction into the language."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Common Lisp: A Gentle Introduction to Symbolic Computation Common Lisp: A Gentle Introduction to Symbolic Computation David S. Touretzky This book, with minor revisions, is back in print from Dover Publications and can be purchased in paperback form at Amazon.com, Barnes & Noble, etc. An e-book version will be released in late February, 2013. Free software accompanying the book is also available. This 1990 edition may be distributed in hardcopy form, for non-profit educational purposes, provided that no fee is charged to the recipient beyond photocopying costs. All other rights reserved. You may not redistribute the Postscript file, e.g., you may not put a copy on another web page, or include it on a CD-ROM. Entire book -- Postscript (1.75 MB file) Entire book -- PDF (1 MB file) Figures missing from the book (780K PDF) Free software accompanying this book is also available. Materials provided by David S. Touretzky, Carnegie Mellon University. Last modified: Mon Feb 4 17:29:07 EST 2013"	"null"	"null"	"A nice introduction into the language."	"true"
"Beginner"	"Learn LISP: Simply Easy Learning"	"http://www.tutorialspoint.com/lisp/index.htm"	"A good set of introductory tutorials; includes interactive examples."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"LISP Tutorial We are hiring Home Tutorials Library Coding Ground Tutor Connect Send18 Tools Search LISP Tutorial LISP - Home LISP - Overview LISP - Environment LISP - Program Structure LISP - Basic Syntax LISP - Data Types LISP - Macros LISP - Variables LISP - Constants LISP - Operators LISP - Decisions LISP - Loops LISP - Functions LISP - Predicates LISP - Numbers LISP - Characters LISP - Arrays LISP - Strings LISP - Sequences LISP - Lists LISP - Symbols LISP - Vectors LISP - Set LISP - Tree LISP - Hash Table LISP - Input & Output LISP - File I/O LISP - Structures LISP - Packages LISP - Error Handling LISP - CLOS LISP Useful Resources Lisp - Quick Guide Lisp - Useful Resources Lisp - Discussion Selected Reading Developer's Best Practices Questions and Answers Effective Resume Writing HR Interview Questions Computer Glossary Who is Who Previous Page Next Page   LISP Tutorial PDF Version Quick Guide Resources Job Search Discussion Lisp is the second-oldest high-level programming language after Fortran and has changed a great deal since its early days, and a number of dialects have existed over its history. Today, the most widely known general-purpose Lisp dialects are Common Lisp and Scheme. Lisp was invented by John McCarthy in 1958 while he was at the Massachusetts Institute of Technology (MIT). This reference will take you through simple and practical approach while learning LISP Programming language. Audience This reference has been prepared for the beginners to help them understand the basic to advanced concepts related to LISP Programming language. Prerequisites Before you start doing practice with various types of examples given in this reference, I'm making an assumption that you are already aware about what is a computer program and what is a computer programming language? Execute Lisp Online For most of the examples given in this tutorial you will find Try it option, so just make use of this option to execute your Lisp programs at the spot and enjoy your learning. Try following example using Try it option available at the top right corner of the below sample code box −  (write-line ""Hello World"")  Previous Page Print PDF Next Page   Advertisements Write for us FAQ's Helping Contact © Copyright 2016. All Rights Reserved. go"	"null"	"null"	"A good set of introductory tutorials; includes interactive examples."	"true"
"Beginner"	"Common Lisp Koans"	"https://github.com/google/lisp-koans"	"The project guides the learner progressively through many Common Lisp language features."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"1502"	"124"	"318"	"GitHub - google/lisp-koans: Common Lisp Koans is a language learning exercise in the same vein as the ruby koans, python koans and others.   It is a port of the prior koans with some modifications to highlight lisp-specific features.  Structured as ordered groups of broken unit tests, the project guides the learner progressively through many Common Lisp language features. Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 124 Star 1,502 Fork 318 google/lisp-koans Code Issues 8 Pull requests 2 Wiki Pulse Graphs Common Lisp Koans is a language learning exercise in the same vein as the ruby koans, python koans and others. It is a port of the prior koans with some modifications to highlight lisp-specific features. Structured as ordered groups of broken unit tests, the project guides the learner progressively through many Common Lisp language features. 105 commits 1 branch 0 releases Fetching contributors Common Lisp 100.0% Common Lisp Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 971d9d0 May 16, 2016 bileschi Merge pull request #69 from matthewschallenkamp/master … Fix Issue #47 Permalink Failed to load latest commit information. koans Fix Issue #47 May 16, 2016 .gitignore first commit. May 24, 2013 .koans Moves :format lesson later in the curriculum. Feb 28, 2016 LICENSE first commit. May 24, 2013 README.md readme matches softer error message Jun 6, 2013 TODO update todo to add item about error reporting Jun 6, 2013 contemplate.lsp Merge pull request #58 from astronaut-wannabe/add-color-to-output Feb 28, 2016 lisp-unit.lsp dealing with unused variable warnings Jun 5, 2013 unused-test-ideas.lsp first commit. May 24, 2013 README.md Getting Started From a terminal, execute your lisp interpreter on the file 'contemplate.lsp' e.g. sbcl --script contemplate.lsp  Running on a fresh version should output the following: Thinking about ASSERTS     ASSERT-TRUE requires more meditation.  You have not yet reached enlightenment ...   A koan is incomplete.  Please meditate on the following code:    File ""koans/asserts.lsp""    Koan ""ASSERT-TRUE""    Current koan assert status is ""(INCOMPLETE)""  You are now 0/169 koans and 0/25 lessons closer to reaching enlightenment  This indicates that the script has completed, and that the learner should look to asserts.lsp to locate and fix the problem. The problem will be within a define-test expression such as (define-test assert-true     ""t is true.  Replace the blank with a t""     (assert-true ___))  In this case, the test is incomplete, and the student should fill in the blank (____) with appropriate lisp code to make the assert pass. In order to test code, or evaluate tests interactively, students may copy and paste code into the lisp command line REPL. Quoting the Ruby Koans instructions:: ""In test-driven development the mantra has always been, red, green, refactor. Write a failing test and run it (red), make the test pass (green), then refactor it (that is look at the code and see if you can make it any better). In this case you will need to run the koan and see it fail (red), make the test pass (green), then take a moment and reflect upon the test to see what it is teaching you and improve the code to better communicate its intent (refactor)."" Content The Common Lisp koans are based on the python koans and ruby koans projects. Additionally, many of the tests are based on new material that is special to Common Lisp. Note that the unit on threads uses an SBCL specific threading API. A reader macro will remove this unit on Lisp implementations other than SBCL. Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/google/lisp-koans"	"The project guides the learner progressively through many Common Lisp language features."	"true"
"Intermediate"	"Common Lisp tips"	"http://lisptips.com/"	"A blog with useful tips and tricks."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Common Lisp Tips Home Submit a tip Mobile RSS Common Lisp Tips Text Making a directory from a pathname Sometimes I want to create a directory pathname relative to some existing file pathname. For example, when I want to refer to files that are in the same directory as the currently loading file, I might work relative to *load-truename*. I used to do it like this: (make-pathname :directory (pathname-directory *load-truename*))  This worked fine for me, but after getting bug reports from Windows users, I’ve changed it to this: (make-pathname :defaults *load-truename*                :type nil                :name nil                :version nil)  That way all the properties of *load-truename* are carried over, except the name and type. edit Added :version nil per Fare’s comment. Tags: lisp November 14, 2015 0 comments 2 notes Text When a synonym-stream is useful Imagine your project has a special variable whose value is a stream to which some output is directed, e.g. my-project:*log-output*. You can change where the output goes by setting the value of the special variable, but by default, output should go to *standard-output*. The naive way to do this is a direct reference: (defvar *log-output* *standard-output*)  However, this can run into trouble if *standard-output* is bound to something unexpected when that form is evaluated. For example, if file loading output is temporarily suppressed by binding *standard-output* to (make-broadcast-stream), output to *log-output* is then also discarded. One way to work around it is with make-synonym-stream: (defvar *log-output* (make-synonym-stream '*standard-output*))  With that setup, any output sent to *log-output* is sent to the stream that is the dynamic value of the symbol '*standard-output*. And since the dynamic value is looked up for each output, the output to *log-output* will go to *standard-output* even if *standard-output* is assigned some other stream value later on. Tags: lisp August 24, 2015 0 comments 3 notes Text Declining to handle a condition Occasionally it is convenient for a handler to decide whether to deal with a condition after it already has control. Sometimes I see that idiom written with a `handler-case` that resignals the condition if it decides it can’t take care of it. The downside of that approach is that `handler-case` only resignals the condition after unwinding the stack and removing any restarts that were in place. `handler-bind` avoids those downsides. When a `handler-bind` handler does not transfer control it is said to “decline to handle” the condition. The condition will then percolate up to surrounding handlers or the debugger with the stack and restarts still in tact, as if the handler had never been entered. (defun baz ()   (handler-bind ((error (lambda (c)                           (when (i-got-this-p c)                             (return-from baz (quux))))))     (foo)))  August 21, 2014 0 comments 2 notes Text Adding an item to a sorted list Here’s a quick way to add an item to a sorted list: (merge 'list (list item) sorted-list test) Via Bernhard Pfahringer on comp.lang.lisp, 1998. June 26, 2013 0 comments 1 note Text The usefullness of EQUALP Among the 4 Lisp’s equality operators equalp may be the least used, but it has some really cool features: it matches strings ignoring case (this is well-known, I suppose) it also matches structs it also matches vectors and arrays and it matches hash-tables The last 3 are really useful, because unlike strings and other primitive types, there’s no specialized equality predicates for built-in structural types, so equalp fills this role. (contributed by @vseloved) June 17, 2013 0 comments 1 note Text Formatting integers in different radixes format has four directives for formatting integers with different radixes: ~B formats as binary: (format nil ""~B"" 42) => ""101010"" ~O formats as octal: (format nil ""~O"" 42) => ""52"" ~X formats as hexadecimal: (format nil ""~X"" 666) => ""29A"" ~R formats with an arbitrary radix between 2 and 36: (format nil ""~36R"" 18321) => ""E4X"" Each directive takes padding and pad-character options (as well as other options). I define these functions in my init files to quickly dump out hex and bit views of integers: (defun :hex (value &optional (size 4))   (format t ""~v,'0X"" size value))  (defun :bits (value &optional (size 8))   (format t ""~v,'0B"" size value))    * (:bits 42) 00101010  * (:hex 666) 029A  The lower-level write function accepts a :base argument that specifies a radix to use when printing integers. The default value is taken from *print-base*. For example, (write-to-string 65535 :base 16) => ""FFFF"". Since write underlies how other standard functions produce output, binding *print-base* will affect pretty much everything. March 03, 2013 0 comments 3 notes Text Literal syntax for integers There are several ways to write literal integers with different radixes in Common Lisp. #b… is for binary, #o… is for octal, #x… is for hexadecimal, and #r is for an arbitrary radix from 2 to 36. Section 2.4.8.10 has this example: #2r11010101  ;Another way of writing 213 decimal   #b11010101   ;Ditto                                #b+11010101  ;Ditto                                #o325        ;Ditto, in octal radix                #xD5         ;Ditto, in hexadecimal radix          #16r+D5      ;Ditto                                #o-300       ;Decimal -192, written in base 8      #3r-21010    ;Same thing in base 3                 #25R-7H      ;Same thing in base 25                #xACCEDED    ;181202413, in hexadecimal radix   March 02, 2013 0 comments 1 note Text How do I convert an integer to a list of bits? Novices sometimes ask how to get a convert an integer to a list of bits, often for the purpose of iterating over the bits somehow. Common Lisp has a rich set of functions for directly accessing the bits of an integer, so constructing an intermediate list of bits is rarely necessary. Here are a few examples of accessing the bits of an integer. With integer-length and logbitp to test the bit at a particular index: (defun list-of-bits (integer)   (loop for index below (integer-length integer)         collect (if (logbitp index integer) 1 0)))  With ash to shift the integer to the right and logand to test the least-significant bit: (defun list-of-bits (integer)   (loop repeat (integer-length integer)         for i = integer then (ash i -1)         collect (logand i 1)))  With ash to shift a one-bit mask to the left and logtest to test the mask bit against the integer: (defun list-of-bits (integer)   (loop repeat (integer-length integer)         for mask = 1 then (ash mask 1)         collect (if (logtest mask integer) 1 0)))  With byte to construct a byte specifier and ldb to extract a field from the integer: (defun list-of-bits (integer)   (loop for position below (integer-length integer)         collect (ldb (byte 1 position) integer)))  update Unfortunately, all these examples are buggy - they collect bits in the wrong order. I used loop/collect to avoid having to reverse the results, but didn’t think it through properly. Here are some updated definitions with dotimes that give the results in the intended order: (defun list-of-bits (integer)   (let ((bits '()))     (dotimes (index (integer-length integer) bits)       (push (if (logbitp index integer) 1 0) bits))))  (defun list-of-bits (integer)   (let ((i integer)         (bits '()))     (dotimes (j (integer-length integer) bits)       (push (logand i 1) bits)       (setf i (ash i -1)))))  (defun list-of-bits (integer)   (let ((mask 1)         (bits '()))     (dotimes (i (integer-length integer) bits)       (push (if (logtest mask integer) 1 0) bits)       (setf mask (ash mask 1)))))  (defun list-of-bits (integer)   (let ((bits '()))     (dotimes (position (integer-length integer) bits)       (push (ldb (byte 1 position) integer) bits))))  February 28, 2013 0 comments 1 note Text The optional arguments of deftype deftype can be used to create user-defined types that expand into built-in types. For example: (deftype octet-vector (length)   `(simple-array (unsigned-byte 8) (,length)))  Given this deftype, in a type context, (octet-vector 32) expands into (simple-array (unsigned-byte 8) (32)), or a one-dimensional octet array of length 32. Lambda lists for deftype are very similar to lambda lists for defmacro, with an important difference: where optional arguments to defmacro with no initialization form default to nil, the default value in deftype is the symbol *. The deftype above could be rewritten to take advantage of this: (deftype octet-vector (&optional length)   `(simple-array (unsigned-byte 8) (,length)))  Now, in a type context, a plain octet-vector expands into (simple-array (unsigned-byte 8) (*)), or a one-dimensional octet array of indeterminate length, and (octet-vector 32) expands into (simple-array (unsigned-byte 8) (32)). For more information, see section 3.4.8, Deftype Lambda Lists. February 27, 2013 0 comments Text Trying again with with-simple-restart I have some code that reads data from a config file. If there’s a problem loading, I’d like the opportunity to fix it, outside of Lisp, and retry loading. It’s easy to do that with with-simple-restart and loop: (loop    (with-simple-restart (try-again ""Try again"")     (return       (progn         (setf *config* (load-config-file))))  If any error occurs during load-config-file, I can either fix up the file and choose the try-again restart, or give up and use an abort restart. (Thanks to Frode Vatvedt Fjeld for the concise idiom.) February 26, 2013 0 comments 1 note Archive Random Next Page Page 1 of 6 About Common Lisp tips, by Zach Beane. Got a tip to share? Email it to lisptips@xach.com. © Common Lisp Tips. All Rights Reserved. Powered by Tumblr. Lightweight Theme by Artur Kim"	"null"	"null"	"A blog with useful tips and tricks."	"true"
"Intermediate"	"CommonQt tutorial"	"https://cheryllium.wordpress.com/2014/02/22/commonqt-tutorial-1/"	"A nice introduction to CommonQt."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"CommonQt Tutorial #1: Hello World – cheryllium ShowShow Skip to content cheryllium the secret ingredient CommonQt Tutorial #1: Hello World February 22, 2014March 4, 2014 Posted in Lisp. This tutorial will walk you through the very basics of getting a Window to show up (and start customizing it) with CommonQt. If you need to, you can install CommonQt easily here. This tutorial assumes a basic familiarity with programming in Lisp. In this tutorial, we’ll make a very simple application: a blank window with the title “Hello World!” We will write these into a Lisp file that you can name whatever you want. Mine is called helloworld.lisp. Our strategy will be to create a class called hello-world-app that subclasses QWidget, set some properties of this class, and then run it. 1. Load CommonQt The first thing to do in this file is load CommonQt with Quicklisp. Then, set the current package and readtable to Qt. (One thing this allows us to do is reference things in Qt without prefacing them with “qt::”.) (ql:quickload :qt) (in-package :qt)  (named-readtables:in-readtable :qt) 2. Subclass QWidget Now, let’s create a subclass of QWidget with a descriptive name: hello-world-app. You must include the line about the metaclass. In the case of qt-superclass, only include this when you’re subclassing a class that doesn’t already have it. So, for instance, if we were to subclass hello-world-app with something, that class would not have to specify a qt-superclass. Here’s what our class definition looks like so far: (defclass hello-world-app () ()    (:metaclass qt-class)   (:qt-superclass ""QWidget"")) The next step is writing the constructor for the class. Make sure you always call the C++ constructor using “(new instance)” as seen below: (defmethod initialize-instance :after    ((instance hello-world-app) &key)      (new instance)) 3. Two useful methods: setGeometry and setWindowTitle At this point, we have defined a nice subclass of QWidget. However, it doesn’t do anything. Let’s add two method calls to initialize-instance to customize this window a bit. In CommonQt, you can call instance methods by adding “#_” to the method name, which you will see below. setGeometry(x, y, width, height) The setGeometry method does two things at once: It positions the window on the screen, and sets its size. It takes four integer arguments. The first two arguments are the coordinates (x,y) of the top left corner of the window on your computer screen. The second two arguments specify the width and height of your window, in that order. Let’s say we want our app to spawn at (200,200) on our screen, and have a size of 300×300. We can add a setGeometry call to our constructor like this to do that: (defmethod initialize-instance :after ((instance hello-world-app) &key)   (new instance)    (#_setGeometry instance 200 200 300 300)) Make sure you pass “instance” to setGeometry (this represents the current instance that’s being initialized). setWindowTitle(string) The method setWindowTitle is not so complicated: You simply give it a string, and it will set that as the title of your window. We can set our window’s title to “Hello World” by adding a setWindowTitle call like so: (defmethod initialize-instance :after ((instance hello-world-app) &key)   (new instance)    (#_setGeometry instance 200 200 300 300)   (#_setWindowTitle instance ""Hello World!"")) Now, we’ve finished making and customizing our hello-world-app. All we need to do now is run it… 4. Finally: The main application loop! The last step is to make a QApplication, instantiate hello-world-app, and run the loop! To do this, we first call make-qapplication to create our application. This can only be called once. (make-qapplication) Now, we will create a new instance of hello-world-app called window, and use a nice macro called with-main-window to display it and execute the app: (with-main-window (window (make-instance 'hello-world-app))) with-main-window contains a call to (#_show window) and (#_exec *qapplication*) – that is, it shows your window instance, and then starts your main application loop. Now, you should be able to open up your REPL, type (load ""helloworld.lisp"") and see a nice blank window with the title “Hello World!” What a cute little baby GUI we have here. I think it’s saying hi to the world! Of course, this isn’t THAT exciting. But you now know how to set up a basic application. In the next tutorial, we add some GUI elements to our window, and even start playing with Qt’s signals and slots. The full source code for this tutorial can be found here. If you’re having trouble getting your program to run, you can compare it with this source to see what might be going wrong. Check out Tutorial #2: Hello Name here! Share this: Twitter Facebook Google Like this: Like Loading... common lispcommonqthelloworldtutorial Post navigation Previous: Previous post: CommonQt Installer for Windows Next: Next post: CommonQt Tutorial #2: Hello Name Leave a Reply Cancel reply Enter your comment here... Fill in your details below or click an icon to log in: Email (required) (Address never made public) Name (required) Website You are commenting using your WordPress.com account. ( Log Out / Change ) You are commenting using your Twitter account. ( Log Out / Change ) You are commenting using your Facebook account. ( Log Out / Change ) You are commenting using your Google+ account. ( Log Out / Change ) Cancel Connecting to %s Notify me of new comments via email. Notify me of new posts via email. Search for: Recent Posts CommonQt Tutorial #4: Menu and Status Bars CommonQt Tutorial #3: Intro to Layouts CommonQt Tutorial #2: Hello Name CommonQt Tutorial #1: Hello World CommonQt Installer for Windows Recent Comments Michael on CommonQt Installer for Wi… Archives April 2014 March 2014 February 2014 Categories Lisp Meta Register Log in Entries RSS Comments RSS WordPress.com Blog at WordPress.com. | The Sapor Theme. | cheryllium Follow Follow “cheryllium” Get every new post delivered to your Inbox. Build a website with WordPress.com %d bloggers like this:"	"null"	"https://github.com/cheryllium/9359706"	"A nice introduction to CommonQt."	"true"
"Intermediate"	"A tutorial for creating and publishing open-source Common Lisp software"	"http://arxiv.org/abs/1209.5626"	"A handy tutorial for using Quicklisp and a bunch of other tools to create and publish a project in Common Lisp."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"[1209.5626] A Tutorial for Creating and Publishing Open Source Lisp Software <p><img src=""//webanalytics.library.cornell.edu/piwik.php?idsite=538"" style=""border:0;"" alt=""""> Cornell University Library We gratefully acknowledge support from the Simons Foundation and member institutions arXiv.org > cs > arXiv:1209.5626 Search or Article-id (Help | Advanced search)   All papers Titles Authors Abstracts Full text Help pages Full-text links: Download: PDF PostScript Other formats (license) Current browse context: cs.OH < prev | next > new | recent | 1209 Change to browse by: cs References & Citations NASA ADS DBLP - CS Bibliography listing | bibtex Robert Smith Bookmark (what is this?) Computer Science > Other Computer Science Title: A Tutorial for Creating and Publishing Open Source Lisp Software Authors: Robert Smith (Submitted on 25 Sep 2012) Abstract: The proliferation and accessability of the Internet have made it simple to view, download, and publish source code. This paper gives a short tutorial on how to create a new Common Lisp project and publish it. Comments: Accepted for the International Lisp Conference 2012 Subjects: Other Computer Science (cs.OH) ACM classes: A.m; D.2.6; D.2.7; D.2.13 Cite as: arXiv:1209.5626 [cs.OH]   (or arXiv:1209.5626v1 [cs.OH] for this version) Submission history From: Robert Smith [view email] [v1] Tue, 25 Sep 2012 14:41:47 GMT (23kb,S) Which authors of this paper are endorsers? | Disable MathJax (What is MathJax?) Link back to: arXiv, form interface, contact."	"null"	"null"	"A handy tutorial for using Quicklisp and a bunch of other tools to create and publish a project in Common Lisp."	"true"
"Advanced"	"Let Over Lambda"	"http://letoverlambda.com/"	"A book on advanced macro techniques. All eight chapters are available in the print copy."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Let Over Lambda Let Over Lambda—50 Years of Lisp by Doug Hoyte About the Book Table of Contents Text Mode Reviews Buy It Errata Clarifications Production Code Original Code References About the Book Let Over Lambda (ISBN 978-1-4357-1275-1, 376+iv pp.) is one of the most hardcore computer programming books out there. Starting with the fundamentals, it describes the most advanced features of the most advanced language: COMMON LISP. The point of this book is to expose you to ideas that you might otherwise never be exposed to. This book is about macros, that is programs that write programs. Macros are what make lisp the greatest programming language in the world. When used properly, macros enable amazing feats of abstraction, programmer productivity, and code efficiency and security that are unheard of elsewhere. Macros let you do things you simply cannot do in other languages. If you are looking for a dry coding manual that re-hashes common-sense techniques in whatever langue du jour, this book is not for you. This book is about pushing the boundaries of what we know about programming. While this book teaches useful macro skills that can help solve your programming problems today and now, it has also been designed to be entertaining and inspiring. If you have ever wondered what lisp or even programming itself is really about, this is the book you have been looking for. News Chapter 6 is now open. It takes a detour through anaphoric macros and culminates in what I think is a very interesting macro: pandoric-eval. Official Japanese translation available at JUNKUDO or GEO-Online or any other fine Japanese book store. Chapter 5 now open. This is one of my favourite chapters. Enjoy. Added a clarifications page to better explain the Let Over Lambda message. Matthew Lamari wrote a review on Amazon and gave the book 5/5 stars. Chapter 4 has been opened. Read about it in Press Release #2. Adam Petersen wrote a review. Press Release #1 is available. It contains summaries of all the chapters. Let Over Lambda has an ISBN: 978-1-4357-1275-1 References are available in a lispy format. The back cover is confirmed. Thanks Leo! λ All material is (C) Doug Hoyte unless otherwise noted or implied. All rights reserved."	"null"	"null"	"A book on advanced macro techniques. All eight chapters are available in the print copy."	"true"
"Advanced"	"On Lisp"	"http://www.paulgraham.com/onlisp.html"	"Paul Graham's amazing book on Lisp macros (and other interesting things)."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"On Lisp On Lisp is a comprehensive study of advanced Lisp techniques, with bottom-up programming as the unifying theme. It gives the first complete description of macros and macro applications. The book also covers important subjects related to bottom-up programming, including functional programming, rapid prototyping, interactive development, and embedded languages. The final chapter takes a deeper look at object-oriented programming than previous Lisp books, showing the step-by-step construction of a working model of the Common Lisp Object System (CLOS). As well as an indispensable reference, On Lisp is a source of software. Its examples form a library of functions and macros that readers will be able to use in their own Lisp programs. Prentice Hall, 1993, 432 pages, paperback. ISBN 0130305529. New: Download it for free. ""The first book that really explains what Lisp is all about."" - John Foderaro, Franz Inc. ""On Lisp draws the reader in from the very first sentence. The author's writing style is clear and articulate, but comfortably informal. The subject matter is important, and has not been adequately treated in previous books. The chapters on macros present important material that is virtually unique to this book. The chapter on object-oriented programming is excellent. The author builds a nice mini-CLOS to teach basic object-oriented techniques, but then wisely switches to real CLOS to cover the more advanced topics."" - David Touretzky, Carnegie-Mellon University ""An excellent description of the real essence of Lisp."" - Thomas Cheatham, Harvard University ""As with his other book, ANSI Common Lisp, Graham writes in a fluid style that is a pleasure to read."" - Amazon.Com ""The topics On Lisp covers are extremely useful for any seriously aspiring Lisp programmer. I think it's a great idea to collect in one place programming techniques normally attainable only the hard way. The examples, which are plentiful and excellent, are one of the significant strengths of the book."" - Skona Brittain, Developer of NanoLisp Download Amazon Code Errata Call for Bugs"	"null"	"null"	"Paul Graham's amazing book on Lisp macros (and other interesting things)."	"true"
"Beginner"	"Land of Lisp"	"http://landoflisp.com/"	"A fun, game-oriented introduction to Common Lisp."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"Email Conrad Barski, The Author | Sample Chapter | Source Code | Errata | Forum | Lisperati.com Latest News 11/3/10: Slashdot.com book reviews gives it a 10 out of 10 rating! ""Turns out the border between genius and insanity is a pretty cheery place"" says Paul Graham! Land of Lisp is now fully in stock and also available for download in eBook form. It should be in stock at Amazon this Friday. Download the song: MP3 OGG So, you still don't think it's worth learning Lisp? Well, you'll have to make your own decisions on how to make the best use of your valuable free time. However, Lisp really does contain some great programming ideas that you may never encounter anywhere else. In the interactive comic below (adapted from the epilogue of the book) I've given my best shot at explaining, precisely, what the most interesting features in Lisp are that you'd be missing out on... So why don't you give it a quick read? Oh, and be sure to click on all the throbbing text!"	"null"	"null"	"A fun, game-oriented introduction to Common Lisp."	"true"
"Intermediate"	"ANSI Common Lisp"	"http://www.paulgraham.com/acl.html"	"A thorough, practical covering of the entire language, with exercises. Not recommended as a starter text, due to."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"ANSI Common Lisp ANSI Common Lisp combines an introduction to Lisp programming, and a convenient, up-to-date reference manual for ANSI Common Lisp. Beginners will find that its careful explanations and interesting examples make Lisp programming easy to learn. Professional programmers will appreciate its thorough, practical approach. Prentice Hall, 1995, 432 pages, paperback. ISBN 0133708756. Buy at SoftPro (friends of mine and very reliable) or Amazon. An up-to-date reference manual for ANSI Common Lisp. An in-depth look at object-oriented programming. Explains the Common Lisp Object System (CLOS), and also shows how to write your own object-oriented language. Over 20 substantial examples, including programs for ray-tracing, text generation, pattern-matching, logical inference, generating HTML, sorting and searching, file I/O, compression, and date arithmetic. Special attention to critical concepts, including prefix syntax, code vs. data, recursion, functional programming, types, implicit pointers, dynamic allocation, closures, macros, class precedence, and generic functions vs. message-passing. A complete guide to optimization. The clearest and most thorough explanation of macros in any introductory book. Examples that illustrate Lisp programming styles, including rapid prototyping, bottom-up programming, object-oriented programming, and embedded languages. An appendix on debugging, with examples of common errors. ""A straightforward and well-written tutorial and reference to elementary and intermediate ANSI Common Lisp. It's more than just an introductory book-- because of its extensive reference section, it may be, for most readers, a useful alternative to Steele."" - Richard Fateman, University of California at Berkeley ""This book would be ideal for a classroom text. It is the only book up-to-date with respect to the ANSI standard."" - John Foderaro, Franz Inc. ""Paul Graham has done it again. His first book, On Lisp, provided an excellent description of some of the advanced features of Lisp while the present one provides a completely thorough introduction to the language, including such topics as tuning a program for speed."" - Thomas Cheatham, Harvard University ""The final chapter is brilliant. It simultaneously explains some of the key ideas behind object-oriented programming and takes the reader through several versions of an object-oriented system, each more sophisticated than the previous."" - David Touretzky, Carnegie-Mellon University ""Graham's well-known text On Lisp set a new standard for books on advanced Lisp programming. With ANSI Common Lisp he has provided the ideal introductory text--a compact tutorial and a complete reference on the latest standard. This book would be excellent either for a standalone Lisp or functional programming course or for courses on AI, compilers, or object-oriented programming that use Lisp. I will certainly be using it in my courses, and my students will be happy that they no longer have to buy both a Lisp text and Steele's reference. I would also recommend it highly to programmers wishing to move into the Lisp language. The style is intelligent and lively, the examples are interesting and well-chosen, and the standard of explanation is impeccable."" - Stuart Russell, University of California at Berkeley ""The book's clear and engaging format explains complicated constructs simply. This format makes ANSI Common Lisp accessible to a general audience--even those who have never programmed before."" - Amazon.Com Chapter 1 Chapter 2 Amazon Code Errata Japanese Translation Chapter 1, Chinese Translation Chapter 2, Chinese Translation"	"null"	"null"	"A thorough, practical covering of the entire language, with exercises. Not recommended as a starter text, due to."	"true"
