"category"	"name"	"url"	"description"	"star"	"stackOverflow"	"stackOverflowUrl"	"license"	"licenseUrl"	"site"	"userGuide"	"newStars"	"newWatchs"	"newForks"	"pageText"	"newStackOverflow"	"github"	"allText"	"isExist"
"Playground Sets"	"Sketchytech's Playgrounds"	"https://github.com/sketchytech/SwiftPlaygrounds"	"Various Playgrounds."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"7"	"2"	"0"	"GitHub - sketchytech/SwiftPlaygrounds: Swift Playgrounds Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 2 Star 7 Fork 0 sketchytech/SwiftPlaygrounds Code Issues 0 Pull requests 0 Pulse Graphs Swift Playgrounds http://sketchytech.blogspot.com 15 commits 1 branch 0 releases 1 contributor Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 5bb61e1 Jul 7, 2015 Anthony Levings fixed anchors display Permalink Failed to load latest commit information. AutoLayoutProgrammaticConstraints.playground fixed anchors display Jul 7, 2015 JoinFlatMapReduce.playground Delete UserInterfaceState.xcuserstate Jul 4, 2015 StackViewPlayground.playground fixed anchors display Jul 7, 2015 UnsafeMutablePointerPlayground.playground Delete UserInterfaceState.xcuserstate Jul 4, 2015 LICENSE Initial commit Jun 30, 2015 README.md added a little detail Jun 30, 2015 README.md Swift Playgrounds Plan is to include all future playgrounds here as a form of organization. We'll see how that goes! Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/sketchytech/SwiftPlaygrounds"	"Various Playgrounds."	"true"
"Playground Sets"	"Parks And Recreation"	"https://github.com/zwaldowski/ParksAndRecreation"	"Great collection of interesting playgrounds, for fun and for profit."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"61"	"4"	"4"	"GitHub - zwaldowski/ParksAndRecreation: Various Swift playgrounds, for fun and for profit. Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 4 Star 61 Fork 4 zwaldowski/ParksAndRecreation Code Issues 0 Pull requests 1 Pulse Graphs Various Swift playgrounds, for fun and for profit. 73 commits 2 branches 0 releases 2 contributors Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags geometry-only-swift_1.2 master Nothing to show Nothing to show New pull request Latest commit 4cfea80 Jul 3, 2016 zwaldowski [CustomTruncation] Prototype Swift 3 version Permalink Failed to load latest commit information. Swift-2 [Debounce] Add new playgrounds for Swift 2 and 3 Jun 19, 2016 Swift-3 [CustomTruncation] Prototype Swift 3 version Jul 3, 2016 .gitignore Initial commit Aug 2, 2015 LICENSE Fix location of README and sundries Jun 19, 2016 README.md [Notifier] Add Swift 3 version Jul 2, 2016 README.md ParksAndRecreation Various Swift playgrounds, for fun and for profit. Index AnyCollectionSlice Derived from @krzyzanowskim's blog post: use protocol extension to split any collection into a group of slices. Think flatten(), but in reverse. ConcretePlusProtocol If you're hurting for Objective-C's MyClassType<SomeProtocolType> *, try this on for size. Custom Truncation Use TextKit to perform custom truncation with high performance. Also an example of creating building a drop-in UILabel backed by TextKit. Debounce Swift 2 Swift 3 Use DispatchSource to coalesce calls that shouldn't be called more than once per runloop iteration, like UI reconfiguration. Geometry Mathematical operators and idiomatic bridging for Core Graphics types. Keyboard Layout Guide An extension on UIViewController providing a keyboardLayoutGuide property. The layout guide normally mirrors the topLayoutGuide and bottomLayoutGuide, but automatically resizes to avoid the keyboard. Requires iOS 9.0. String Localization Formatted localization using Swift string formatting. Introduces localize with a similar prototype to NSLocalizedString: func localize(text: LocalizableText, tableName: String? = default, bundle: NSBundle = default, value: String = default, comment: String) What's a LocalizableText? It's an intermediary type that deconstructs interpolation segments for use with string formatting. But that's not important, what's important is that it's literal convertible: let filesLeft = 4 let filesTotal = 5 let labelText = localize(""test-progress-\(filesLeft)-of-\(filesTotal)"", comment: ""Help text used for a positional description"") And in your Localizable.strings, just like in Cocoa: /* Help text used for a positional description */ ""test-progress-%@-of-%@"" = ""%1$@ of %2$@ remaining."";  All placeholders should be %@ on the end of the key, and be represented positionally, i.e., with %1$@, %2$@, and so on. String Tokenization Swift 2 Swift 3 Line, paragraph, sentence, and word views for Swift.String, providing idiomatic alternatives to String.enumerateSubstringsInRange(_:options:_:). Array(string.lines)            // -> [String] Target-Action Notifier Swift 2 Swift 3 A helper for performing type-safe multicast callbacks. The result is a lot like using UIControl, but for weakly held objects and without unsafe selectors. Heavily inspired by this blog post from @ole. Ordered Dictionary A simple glueing together of Swift.Dictionary and Swift.String into an ordered, hashed data structure. Useful if your keys are indeed already Hashable, but doesn't have great performance; insertion and removal tend towards the worst of both structures. If you have any alternative, prefer something B-Tree based instead. Custom Size Classes ""Size classes are fine, but I can't customize them!"" Yeah, you can! By inspecting what Mobile Safari does, you can do the same, using override trait collections. Custom Readable Width Emulating the calculation of UIView.readableContentGuide. Regular Expressions Simple Swift bridging for NSRegularExpression, as well as general patterns to go from String.UTF16View and Range<String.UTF16Index> to NSString and NSRange. UI Geometry Conveniences for using Core Graphics types in UI programming, such as retina-friendly rounding and equation operators that account for floating point inaccuracy. Value Coding Swift 2 Swift 3 A simple bridge to bridges concrete value types into NSCoding. View Recursion Showing off the simple power of Swift iterators by performing breadth-first travel through the trees created by UIView, UIViewController, and CALayer. Swift 2 only BetterCoreDataInit Use protocol extension to achieve simpler Core Data, like MyManagedObject(context:). Data An idiomatic Data<T>, representing any buffer (contiguous or discontiguous) of numeric elements. Part NSData, part dispatch_data_t, Data is useful for low-level byte-based APIs in Swift, such as crypto and string parsing. Create one with an array: let data = Data<UInt8>(array: [ 0x48, 0x65, 0x6c, 0x6c, 0x6f, 0x2c, 0x20, 0x57, 0x6f, 0x72, 0x6c, 0x64, 0x21 ]) And enumerate through it in constant time: for byte in data {     ... } Made with lots of help from @a2. Fixing dispatch_block_t Even though it's been fixed in 2.1, Swift 2.0 has a rather ugly bug with wrapped dispatch_block_t types. Fix it with a C few tricks and a rational DispatchBlock type. Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/zwaldowski/ParksAndRecreation"	"Great collection of interesting playgrounds, for fun and for profit."	"true"
"Playground Sets"	"Swift fun playgrounds"	"https://github.com/madbat/Swift-fun-playgrounds"	"A few playgrounds to showcase Swift peculiar features."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"5"	"1"	"1"	"GitHub - madbat/Swift-fun-playgrounds: A few playgrounds to showcase Swift peculiar features Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 1 Star 5 Fork 1 madbat/Swift-fun-playgrounds Code Issues 0 Pull requests 0 Pulse Graphs A few playgrounds to showcase Swift peculiar features 3 commits 1 branch 0 releases 1 contributor Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 342d9b4 Mar 18, 2015 madbat Updated with contents from Swift workshop @ Commit University Permalink Failed to load latest commit information. GameOfLife.playground Updated with contents from Swift workshop @ Commit University Mar 18, 2015 SwiftFeatures.playground Updated with contents from Swift workshop @ Commit University Mar 17, 2015 README.md Updated with contents from Swift workshop @ Commit University Mar 17, 2015 README.md Swift fun playgrounds The playgrounds in this repo were live-coded and showcased during the Swift workshop hosted by Commit Software, on March 18, 2015. Let's explore some idiomatic Swift features with the Swift Features playground. The GameOfLife playground is a Swift implementation of the iconic Conway's Game of Life, rendered with SpriteKit Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/madbat/Swift-fun-playgrounds"	"A few playgrounds to showcase Swift peculiar features."	"true"
"Playground Sets"	"BradLarson's Playgrounds"	"https://github.com/BradLarson/PersonalSwiftPlaygrounds"	"Various playgrounds."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"18"	"2"	"22"	"GitHub - BradLarson/PersonalSwiftPlaygrounds: Some useful Swift playgrounds I maintain for my own interests Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 2 Star 18 Fork 22 BradLarson/PersonalSwiftPlaygrounds Code Issues 1 Pull requests 0 Pulse Graphs Some useful Swift playgrounds I maintain for my own interests 3 commits 1 branch 0 releases Fetching contributors Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit ea35472 Sep 29, 2014 BradLarson Converted all but the SceneKit sample to be iOS playgrounds. Permalink Failed to load latest commit information. AccelerateFunctions.playground Converted all but the SceneKit sample to be iOS playgrounds. Sep 29, 2014 CollectionOperations.playground Converted all but the SceneKit sample to be iOS playgrounds. Sep 29, 2014 HandyFunctions.playground Converted all but the SceneKit sample to be iOS playgrounds. Sep 29, 2014 SceneKitMac.playground Converted all but the SceneKit sample to be iOS playgrounds. Sep 29, 2014 .gitignore Seeded with initial playgrounds. Aug 12, 2014 Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/BradLarson/PersonalSwiftPlaygrounds"	"Various playgrounds."	"true"
"Playground Sets"	"Dmikusa's Playgrounds"	"https://github.com/dmikusa/swift_playgrounds"	"Playgrounds that show basic Swift, JSON parsing, sending HTTP requests and basic file IO."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"12"	"3"	"3"	"GitHub - dmikusa/swift_playgrounds: A collection of Swift playgrounds demonstrating language basics, JSON parsing, HTTP networking and File IO. Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 3 Star 12 Fork 3 dmikusa/swift_playgrounds Code Issues 0 Pull requests 0 Pulse Graphs A collection of Swift playgrounds demonstrating language basics, JSON parsing, HTTP networking and File IO. 11 commits 1 branch 0 releases Fetching contributors Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 4cbd464 Jul 12, 2015 dmikusa-pivotal Updated instructions for pulling in submodules. Permalink Failed to load latest commit information. Alamofire @ 97c29c6 Added Alamofire, Just and SwiftyJSON as submodules. Jul 12, 2015 BasicSwift.playground Updated project files. Jul 12, 2015 FileIO.playground Updated project files. Jul 13, 2015 JSON.playground Updated project files. Jul 13, 2015 Just @ da30e86 Changed Just to v0.1. Jul 12, 2015 Networking.playground Added my playgrounds. Jun 7, 2015 Playgrounds.xcworkspace Updated workspace. Jul 12, 2015 SwiftyJSON @ 62b581e Added Alamofire, Just and SwiftyJSON as submodules. Jul 13, 2015 .gitignore Removed ignores for submodules. Jul 12, 2015 .gitmodules Added Alamofire, Just and SwiftyJSON as submodules. Jul 13, 2015 README.md Updated instructions for pulling in submodules. Jul 12, 2015 README.md Swift Playgrounds This is a collection of Swift playgrounds that I included in my presentation at the 2015 MacAdmins Conference at Penn State University. It includes playgrounds that show basic Swift, JSON parsing, sending HTTP requests and doing basic file IO. Usage Clone the repo. git clone --recursive https://github.com/dmikusa/swift_playgrounds.git Open the workspace in XCode. Wait for it to index everything. In the Schema selector, pick SwiftyJSON -> My Mac. Go to the Project menu and pick Build. Repeat for Just-OSX -> My Mac and Alamofire OSX -> My Mac. This will build the frameworks used by the projects. Select a playground or go to Editor -> Execute Playground to refresh it. Note: You only need to perform the first three steps once. After that, you can edit the playgrounds as much as you want. Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/dmikusa/swift_playgrounds"	"Playgrounds that show basic Swift, JSON parsing, sending HTTP requests and basic file IO."	"true"
"Playground Sets"	"Cananito's Playgrounds"	"https://github.com/Cananito/Playgrounds"	"Various playgrounds."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"1"	"1"	"1"	"GitHub - Cananito/Playgrounds: Collection of Playgrounds. Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 1 Star 1 Fork 1 Cananito/Playgrounds Code Issues 0 Pull requests 0 Pulse Graphs Collection of Playgrounds. 17 commits 2 branches 0 releases 1 contributor Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master swift-2.0 Nothing to show Nothing to show New pull request Latest commit 0935397 May 23, 2015 Cananito Playground with bind operator. Permalink Failed to load latest commit information. AnyObjectFunctionsAndInference.playground Added one that explores compiler friendliness with dynamic selectos. Apr 30, 2015 AnyObjectMethodPresence.playground Swift equivalent of respondsToSelector:. Apr 26, 2015 ArrayOfProtocols.playground Added all my current Playgrounds. Mar 22, 2015 AspectRatio.playground Got rid of unnecessary import. Extra xctimeline file. Mar 22, 2015 Bigrams.playground Updated for Xode 6.3 beta 3 and added link of origin. Mar 22, 2015 BindOperator.playground Playground with bind operator. May 23, 2015 Curry.playground Added all my current Playgrounds. Mar 22, 2015 Demangle.playground In with the new, out with the old 🎵. Mar 22, 2015 FilterMapReduce.playground Added all my current Playgrounds. Mar 22, 2015 FunctionArray.playground Showcasing how to instantiate an array of functions. Parse error with… Apr 10, 2015 FunctionDecorator.playground Added all my current Playgrounds. Mar 22, 2015 Introspection.playground Updated for Xcode 6.3 beta 3. Mar 22, 2015 Map.playground Added all my current Playgrounds. Mar 22, 2015 MutableConcurrencySemaphores.playground Added MutableConcurrencySemaphores playground. Apr 19, 2015 MutableDictionaryStoredArray.playground Mutable dictionary, mutable stored value, not a reference. May 9, 2015 OptionalSwitch.playground Added all my current Playgrounds. Mar 22, 2015 ProofInFunctions.playground Added all my current Playgrounds. Mar 22, 2015 ProtocolParameters.playground Added playground to document generic parameters conforming to a proto… May 23, 2015 StaticAndClass.playground Auto-edits. Apr 19, 2015 StringExtension.playground Auto-edits. Apr 20, 2015 StringIndex.playground Got rid of unnecessary import. Extra xctimeline file. Mar 22, 2015 TimeZones.playground Timezone experiments. Apr 9, 2015 README.md Tweaked README. Mar 22, 2015 README.md Playgrounds Collection of Playgrounds. Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/Cananito/Playgrounds"	"Various playgrounds."	"true"
"Playground Sets"	"Mgrebenets's Playgrounds"	"https://github.com/mgrebenets/playgrounds"	"Various playgrounds."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"2"	"2"	"1"	"GitHub - mgrebenets/playgrounds: Xcode playgrounds of all kinds Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 2 Star 2 Fork 1 mgrebenets/playgrounds Code Issues 0 Pull requests 0 Pulse Graphs Xcode playgrounds of all kinds 5 commits 1 branch 0 releases 1 contributor Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 217fdf8 Feb 29, 2016 Maksym Grebenets Add latest playgrounds Permalink Failed to load latest commit information. Alamofire.playground Initial commit Aug 28, 2015 Animations.playground Initial commit Aug 28, 2015 AnyObjectProtocol.playground Initial commit Aug 28, 2015 ArrayWithEnum.playground New playgrounds Sep 25, 2015 ChrisTalk.playground Initial commit Aug 28, 2015 CollectionInitialization.playground Add latest playgrounds Feb 29, 2016 CurriedPlayground.playground Initial commit Aug 28, 2015 DeckPlayground.playground Initial commit Aug 28, 2015 DictionaryLiteralConvertible.playground Initial commit Aug 28, 2015 FindInRangePlayground.playground Initial commit Aug 28, 2015 FlatMap.playground Add latest playgrounds Feb 29, 2016 FlatMapPaymentInfo.playground Add latest playgrounds Feb 29, 2016 FlattenSubviews.playground Initial commit Aug 28, 2015 IBPlayground Add former submodules Aug 28, 2015 IDontCare.playground Initial commit Aug 28, 2015 IsEmpty.playground New playgrounds Sep 25, 2015 MakeEmPay.playground Initial commit Aug 28, 2015 Mandelbrot.playground Initial commit Aug 28, 2015 MapByFirstCharacter.playground Add latest playgrounds Feb 29, 2016 MapPlayground.playground Initial commit Aug 28, 2015 ModelWithLotsOfProps.playground Add latest playgrounds Feb 29, 2016 NSObjectEquatable.playground Initial commit Aug 28, 2015 Nicole.playground Add latest playgrounds Feb 29, 2016 NodeCollectionPlayground.playground Initial commit Aug 28, 2015 NodeCollectionPlayground Add former submodules Aug 28, 2015 ObjectFactory.playground Initial commit Aug 28, 2015 Optional-vs-Empty-Array.playground Add latest playgrounds Feb 29, 2016 PasswordGenerator.playground Add latest playgrounds Feb 29, 2016 RectMath.playground Add latest playgrounds Feb 29, 2016 Reduce.playground Add latest playgrounds Feb 29, 2016 Reflection.playground Initial commit Aug 28, 2015 Regex.playground Add latest playgrounds Feb 29, 2016 Score.playground Initial commit Aug 28, 2015 SharedStaticVar.playground Initial commit Aug 28, 2015 StartsWithLetter.playground Add latest playgrounds Feb 29, 2016 StaticLet.playground Initial commit Aug 28, 2015 Swap.playground Initial commit Aug 28, 2015 SwiftIO.playground Initial commit Aug 28, 2015 SwiftObjCInterop.playground Initial commit Aug 28, 2015 TableViewFactory.playground Initial commit Aug 28, 2015 Test.playground Add latest playgrounds Feb 29, 2016 ThrowingBind.playground Initial commit Aug 28, 2015 TouchEquality-OSX.playground Initial commit Aug 28, 2015 TouchEquality-iOS.playground Initial commit Aug 28, 2015 TypeCast.playground Add latest playgrounds Feb 29, 2016 UIAlert.playground Initial commit Aug 28, 2015 Uppercase.playground Add latest playgrounds Feb 29, 2016 ViewControllerPlayground/ViewControllerPlayground.playground Initial commit Aug 28, 2015 break-a-dollar.playground Some extra stuff Aug 28, 2015 break-a-dollar.swift Some extra stuff Aug 28, 2015 singleton.swift Some extra stuff Aug 28, 2015 Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/mgrebenets/playgrounds"	"Various playgrounds."	"true"
"Playground Sets"	"Uberbruns's Playgrounds"	"https://github.com/uberbruns/SwiftPlaygrounds"	"Various playgrounds."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"1"	"1"	"0"	"GitHub - uberbruns/SwiftPlaygrounds: A collection of personal playgrounds Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 1 Star 1 Fork 0 uberbruns/SwiftPlaygrounds Code Issues 0 Pull requests 0 Pulse Graphs A collection of personal playgrounds 20 commits 1 branch 0 releases 1 contributor Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 3b7c73e Jun 16, 2016 uberbruns ddau improvements Permalink Failed to load latest commit information. 15-08-Generic-Values.playground All work but now play makes jack a dull boy Aug 31, 2015 15-08-Guards.playground Guards? GUARDS!!!!!?!!!!111! Aug 29, 2015 15-08-Hashing.playground Add playground Nov/Dec Dec 14, 2015 15-08-Integers.playground Add playground Nov/Dec Dec 14, 2015 15-08-Protocols.playground Improve clearity Aug 28, 2015 15-08-StringHash.playground You wont find any smart commit messages here Aug 29, 2015 15-08-Zip.playground All work but now play makes jack a dull boy Aug 31, 2015 15-09-Code-Writer.playground play play play Oct 7, 2015 15-09-HTTP-Diggest.playground play play play Oct 6, 2015 15-09-Split-Camel-Case.playground play play play Oct 6, 2015 15-09-String-Parser.playground play play play Oct 6, 2015 15-09-String-Sequence.playground play play play Oct 6, 2015 15-09-Weak-Tables.playground play play play Oct 6, 2015 15-10-Camera.playground Update Nov 25, 2015 15-10-Math.playground Update Nov 25, 2015 15-10-Schulze.playground Update Nov 25, 2015 15-11-Binary.playground DDAU Apr 8, 2016 15-12-Enum-Equality.playground DDAU Apr 7, 2016 15-12-If-Function.playground DDAU Apr 7, 2016 16-01-Complex-Setup.playground DDAU Apr 7, 2016 16-02-Save-Raw-As-Tiff DDAU Apr 7, 2016 16-04-Data-Down-Actions-Up/ddau ddau improvements Jun 16, 2016 16-05-Protocol-Exploration.playground ddau improvements Jun 16, 2016 README.md Create README.md Aug 29, 2015 README.md SwiftPlaygrounds A collection of personal playgrounds Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/uberbruns/SwiftPlaygrounds"	"Various playgrounds."	"true"
"Playground Sets"	"URaimo's Playgrounds"	"https://github.com/uraimo/Swift-Playgrounds"	"My playgrounds, various topics."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"66"	"11"	"6"	"GitHub - uraimo/Swift-Playgrounds: Collection of Swift playgrounds used in my posts: From functional aspects of Swift to C interoperability. Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 11 Star 66 Fork 6 uraimo/Swift-Playgrounds Code Issues 0 Pull requests 0 Pulse Graphs Collection of Swift playgrounds used in my posts: From functional aspects of Swift to C interoperability. 29 commits 1 branch 0 releases 1 contributor Swift 95.5% C 3.1% Objective-C 1.4% Swift C Objective-C Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags master Nothing to show Nothing to show New pull request Latest commit 91d5503 May 17, 2016 uraimo Updated all playgrounds to Swift 2.2.x (oneliners,sequences) Permalink Failed to load latest commit information. 2015-09-VariancePlayground.playground Renamed playground with date Sep 29, 2015 2015-10-MapFlatMapPlayground.playground Small typo in a comment for the flatMap article Oct 25, 2015 2015-11-12-SequenceTypeGeneratorTypePlayground.playground Updated all playgrounds to Swift 2.2.x (oneliners,sequences) May 17, 2016 2015-11-ErrorHandlingConsole Added Swift2+Objective-C Error Handling Console Example Nov 3, 2015 2015-11-Swift2ErrorHandlingPlayground.playground New playground for the error handling article Nov 1, 2015 2016-01-6-Swift-One-Liners-Playground.playground Updated all playgrounds to Swift 2.2.x (oneliners,sequences) May 17, 2016 2016-02-5-Bitwise-Playground.playground Added Bitwise operations playground Feb 5, 2016 2016-04-07-Swift-And-C Updated union example for Swift And C playground May 5, 2016 2016-05-05-recursive-trampoline.playground Added Recursion and Trampolines playground May 5, 2016 archives Updated all playgrounds to Swift 2.2.x (oneliners,sequences) May 17, 2016 .gitignore Initial commit Sep 29, 2015 LICENSE Initial commit Sep 29, 2015 README.md Updated readme for new playground May 6, 2016 README.md Swift-Playgrounds A collection of Swift2+ playgrounds used in my posts: 5th May 2016: Recursive Tail Calls and Trampolines in Swift ZIP 6th April 2016: Swift and C: Everything you need to know ZIP 5th February 2016: Dealing with Bit Sets in Swift ZIP 6th Jannuary 2016: 10 Swift One Liners To Impress Your Friends ZIP 12th November 2015: Experimenting with Swift Sequences and Generators ZIP 3rd November 2015: Swift 2.1 Error Handling: from Objective-C to Swift and Back ZIP 8th October 2015: Swift 2.0: Map and FlatMap Demystified ZIP 29th September 2015: Swift 2.1 Function Types Conversion: Covariance and Contravariance ZIP Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/uraimo/Swift-Playgrounds"	"My playgrounds, various topics."	"true"
"Miscellaneous"	"Turtle Playground"	"https://github.com/dimsumthinking/TurtlePlayground"	"A playground with Logo-like commands."	"null"	"null"	"null"	"null"	"null"	"null"	"null"	"120"	"17"	"13"	"GitHub - dimsumthinking/TurtlePlayground: Swift playground using Logo-like commands Skip to content Personal Open source Business Explore Sign up Sign in Pricing Blog Support Search GitHub This repository Watch 17 Star 120 Fork 13 dimsumthinking/TurtlePlayground Code Issues 1 Pull requests 0 Pulse Graphs Swift playground using Logo-like commands 67 commits 2 branches 4 releases Fetching contributors Swift 100.0% Swift Clone or download Use SSH Clone with HTTPS Use Git or checkout with SVN using the web URL. Use HTTPS Clone with SSH Use an SSH key and passphrase from account. Open in Desktop Download ZIP Find file Branch: master Switch branches/tags Branches Tags internal-refactor master Nothing to show v0.9 v0.8 v0.7 v0.5 Nothing to show New pull request Latest commit deb264a Feb 20, 2016 dimsumthinking Merge pull request #6 from giladronat/master … Use XCPlaygroundSharedDataDirectoryURL Permalink Failed to load latest commit information. Turtle.playground Use XCPlaygroundSharedDataDirectoryURL Jan 20, 2016 .gitignore modified git ignore Aug 12, 2015 README.md Revised the readme to reflect git problems with playground page order Aug 12, 2015 README.md TurtlePlayground Swift playground using Logo-like commands A few preliminary notes: The playground doesn't seem to be respecting page order. Click on TOC to go to the table of contents and the navigation will work from there. This playground requires the new playground format and features released in Xcode 7 and Swift 2. This version requires Yosemite. From time to time playgrounds can crash or seem to disappear from time to time. The current fix suggested by Apple is to show the package contents of the playground and delete the workspace. Type ""turtle"" in the Linear Turtle playground page. You should see ""Linear_Turtle_with_Target_PageSources.Turtle"" on the right. Mouse over it and you will see the quick look icon and the show value icon. Click on the show value icon. You should see a rectangle with a turtle in the middle. Enlarge the box if you like. Make the turtle move by typing in ""forward() or back()"". Stop when you've hit your target'. In the next page add the functions right() and left(). In the next page the four functions can take arguments specifying how much to move forward() or back() and how much to turn right() or left(). In the next page you can change colors using penColor() or nextColor(). In the final page you can show() and hide() the icon or control the pen using penUp() or penDown(). Create routines and your own functions. I am working on a book that will serve as a tutorial using this playground. It will be available soon. This project is presented without any sort of warranty - use at your own risk. Contact GitHub API Training Shop Blog About © 2016 GitHub, Inc. Terms Privacy Security Status Help Something went wrong with that request. Please try again. You signed in with another tab or window. Reload to refresh your session. You signed out in another tab or window. Reload to refresh your session."	"null"	"https://github.com/dimsumthinking/TurtlePlayground"	"A playground with Logo-like commands."	"true"
